"transport_id";"sq_id";"type_transport";"ID";"Name_id";"Name";"OnTerritoryOfMoscow";"AdmArea";"Longitude_WGS84";"Latitude_WGS84";"VestibuleType";"NameOfStation";"Line";"CulturalHeritageSiteStatus";"ModeOnEvenDays";"ModeOnOddDays";"LittleFunctionalBPAAmount";"BPAAmount";"ObjectStatus";"global_id";"coordinates";"type";"input_people_all";"output_people_all";"one";"count_exit";"input_people";"output_people";"district_id";"district";"adm_area_id";"adm_area"
"1";"2527";"Метро";"331";"Китай-город";"Китай-город, вход-выход 5 в северный вестибюль";"да";"Центральный административный округ";"37.63167660";"55.75731540";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:24";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:24";"4";"4";"действует";"1773539";"37.63167660";"55.75731540";"5146888";"5344406";"1";"14";"367635";"381743";"5";"Басманный";"9";"Центральный"
"2";"2527";"Метро";"327";"Китай-город";"Китай-город, вход-выход 4 в северный вестибюль";"да";"Центральный административный округ";"37.63120500";"55.75685500";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:16";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:16";"4";"4";"действует";"1773540";"37.63120500";"55.75685500";"5146888";"5344406";"1";"14";"367635";"381743";"142";"Тверской";"9";"Центральный"
"3";"2527";"Метро";"330";"Китай-город";"Китай-город, вход-выход 6 в северный вестибюль";"да";"Центральный административный округ";"37.63195060";"55.75723620";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:22";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:22";"4";"4";"действует";"1773541";"37.63195060";"55.75723620";"5146888";"5344406";"1";"14";"367635";"381743";"5";"Басманный";"9";"Центральный"
"4";"2476";"Метро";"322";"Китай-город";"Китай-город, вход-выход 14 в южный вестибюль";"да";"Центральный административный округ";"37.63308200";"55.75309800";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:21";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:21";"4";"4";"действует";"1773542";"37.63308200";"55.75309800";"5146888";"5344406";"1";"14";"367635";"381743";"142";"Тверской";"9";"Центральный"
"5";"2476";"Метро";"321";"Китай-город";"Китай-город, вход-выход 12 в южный вестибюль";"да";"Центральный административный округ";"37.63355900";"55.75307200";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:19";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:19";"4";"4";"действует";"1773543";"37.63355900";"55.75307200";"5146888";"5344406";"1";"14";"367635";"381743";"141";"Таганский";"9";"Центральный"
"6";"2476";"Метро";"317";"Китай-город";"Китай-город, вход-выход 10 из южного вестибюля";"да";"Центральный административный округ";"37.63417650";"55.75413450";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:11";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:11";"4";"4";"действует";"1773544";"37.63417650";"55.75413450";"5146888";"5344406";"1";"14";"367635";"381743";"142";"Тверской";"9";"Центральный"
"7";"2476";"Метро";"318";"Китай-город";"Китай-город, вход-выход 9 в южный вестибюль";"да";"Центральный административный округ";"37.63496600";"55.75411400";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:13";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:13";"4";"4";"действует";"1773545";"37.63496600";"55.75411400";"5146888";"5344406";"1";"14";"367635";"381743";"5";"Басманный";"9";"Центральный"
"8";"2526";"Метро";"325";"Китай-город";"Китай-город, вход-выход 2 в северный вестибюль";"да";"Центральный административный округ";"37.62946800";"55.75664000";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:12";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:12";"4";"4";"действует";"1773546";"37.62946800";"55.75664000";"5146888";"5344406";"1";"14";"367635";"381743";"142";"Тверской";"9";"Центральный"
"9";"828";"Метро";"280";"Калужская";"Калужская, вход-выход 5 в южный вестибюль";"да";"Юго-Западный административный округ";"37.53923810";"55.65538560";"подземный";"Калужская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:44";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:44";"3";"5";"действует";"1773547";"37.53923810";"55.65538560";"3239870";"3348891";"1";"10";"323987";"334889";"69";"Коньково";"11";"Юго-Западный"
"10";"966";"Метро";"447";"Братиславская";"Братиславская, вход-выход 5 в северный вестибюль";"да";"Юго-Восточный административный округ";"37.75264350";"55.66011400";"подземный";"Братиславская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";"2";"2";"действует";"1773548";"37.75264350";"55.66011400";"3317830";"3296533";"1";"6";"552972";"549422";"84";"Марьино";"10";"Юго-Восточный"
"11";"965";"Метро";"446";"Братиславская";"Братиславская, вход-выход 4 в северный вестибюль";"да";"Юго-Восточный административный округ";"37.75174260";"55.66005070";"подземный";"Братиславская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";"2";"2";"действует";"1773549";"37.75174260";"55.66005070";"3317830";"3296533";"1";"6";"552972";"549422";"84";"Марьино";"10";"Юго-Восточный"
"12";"0";"Метро";"91";"Бульвар адмирала Ушакова";"Бульвар адмирала Ушакова, вход-выход 1 в вестибюль";"да";"Юго-Западный административный округ";"37.54164540";"55.54501070";"наземный отдельностоящий";"Бульвар адмирала Ушакова";"Бутовская линия Лёгкого метро";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:10, по 2 пути в 05:48:50; последний поезд по 1 пути в 01:38:55, по 2 пути в 01:24:05";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:10, по 2 пути в 05:48:50; последний поезд по 1 пути в 01:38:55, по 2 пути в 01:24:05";"2";"2";"действует";"1773550";"37.54164540";"55.54501070";"868292";"854198";"1";"1";"868292";"854198";"134";"Южное Бутово";"11";"Юго-Западный"
"13";"23";"Метро";"502";"Бульвар Дмитрия Донского";"Бульвар Дмитрия Донского, вход-выход 7 в северный вестибюль";"да";"Юго-Западный административный округ";"37.57631100";"55.57028900";"подземный";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00";"3";"6";"действует";"1773551";"37.57631100";"55.57028900";"4676685";"4511228";"1";"10";"467669";"451123";"108";"Северное Бутово";"11";"Юго-Западный"
"14";"23";"Метро";"501";"Бульвар Дмитрия Донского";"Бульвар Дмитрия Донского, вход-выход 6 в северный вестибюль";"да";"Юго-Западный административный округ";"37.57708400";"55.57014000";"подземный";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00";"3";"6";"действует";"1773552";"37.57708400";"55.57014000";"4676685";"4511228";"1";"10";"467669";"451123";"108";"Северное Бутово";"11";"Юго-Западный"
"15";"0";"Метро";"89";"Бунинская аллея";"Бунинская аллея, вход-выход в вестибюль";"да";"Юго-Западный административный округ";"37.51493990";"55.53768050";"наземный отдельностоящий";"Бунинская аллея";"Бутовская линия Лёгкого метро";"объект культурного наследия регионального значения";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00; последний поезд по 1 пути в 01:03:00";"3";"3";"действует";"1773553";"37.51493990";"55.53768050";"1777962";"1732284";"1";"1";"1777962";"1732284";"134";"Южное Бутово";"11";"Юго-Западный"
"16";"885";"Метро";"277";"Калужская";"Калужская, вход-выход 1 в южный вестибюль";"да";"Юго-Западный административный округ";"37.54021960";"55.65632320";"подземный";"Калужская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:40";"3";"5";"действует";"1773556";"37.54021960";"55.65632320";"3239870";"3348891";"1";"10";"323987";"334889";"129";"Черёмушки";"11";"Юго-Западный"
"17";"885";"Метро";"281";"Калужская";"Калужская, вход-выход 10 в северный вестибюль";"да";"Юго-Западный административный округ";"37.54098690";"55.65815380";"подземный";"Калужская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:35";"1";"3";"действует";"1773557";"37.54098690";"55.65815380";"3239870";"3348891";"1";"10";"323987";"334889";"22";"Обручевский";"11";"Юго-Западный"
"18";"588";"Метро";"151";"Кантемировская";"Кантемировская, вход-выход 3 в южный вестибюль";"да";"Южный административный округ";"37.65712000";"55.63460600";"подземный";"Кантемировская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:01";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:01";"3";"4";"действует";"1773558";"37.65712000";"55.63460600";"3397441";"3378726";"1";"6";"566240";"563121";"128";"Царицыно";"12";"Южный"
"19";"588";"Метро";"152";"Кантемировская";"Кантемировская, вход-выход 1 в южный вестибюль";"да";"Южный административный округ";"37.65757400";"55.63510600";"подземный";"Кантемировская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:03";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:03";"3";"4";"действует";"1773559";"37.65757400";"55.63510600";"3397441";"3378726";"1";"6";"566240";"563121";"128";"Царицыно";"12";"Южный"
"20";"587";"Метро";"149";"Кантемировская";"Кантемировская, вход-выход 5 в северный вестибюль";"да";"Южный административный округ";"37.65521500";"55.63676900";"подземный";"Кантемировская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:02";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:02";NULL;"3";"действует";"1773560";"37.65521500";"55.63676900";"3397441";"3378726";"1";"6";"566240";"563121";"128";"Царицыно";"12";"Южный"
"21";"885";"Метро";"284";"Калужская";"Калужская, вход-выход 7 в северный вестибюль";"да";"Юго-Западный административный округ";"37.54186650";"55.65785910";"подземный";"Калужская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:41";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:41";"1";"3";"действует";"1773562";"37.54186650";"55.65785910";"3239870";"3348891";"1";"10";"323987";"334889";"129";"Черёмушки";"11";"Юго-Западный"
"22";"588";"Метро";"150";"Кантемировская";"Кантемировская, вход-выход 6 в северный вестибюль";"да";"Южный административный округ";"37.65605200";"55.63696800";"подземный";"Кантемировская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:04";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:04";NULL;"3";"действует";"1773563";"37.65605200";"55.63696800";"3397441";"3378726";"1";"6";"566240";"563121";"128";"Царицыно";"12";"Южный"
"23";"966";"Метро";"448";"Братиславская";"Братиславская, вход-выход 6 в северный вестибюль";"да";"Юго-Восточный административный округ";"37.75214990";"55.65991070";"подземный";"Братиславская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";"2";"2";"действует";"1773564";"37.75214990";"55.65991070";"3317830";"3296533";"1";"6";"552972";"549422";"84";"Марьино";"10";"Юго-Восточный"
"24";"0";"Метро";"791";"Беговая";"Беговая, вход-выход 1 во 2-й вестибюль";"да";"Северный административный округ";"37.54459000";"55.77338590";"подземный";"Беговая";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";"3";"5";"действует";"1773565";"37.54459000";"55.77338590";"3702745";"3734047";"1";"6";"617124";"622341";"144";"Хорошёвский";"5";"Северный"
"25";"0";"Метро";"790";"Беговая";"Беговая, вход-выход 2 во 2-й вестибюль";"да";"Северный административный округ";"37.54466570";"55.77400000";"подземный";"Беговая";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";"3";"5";"действует";"1773566";"37.54466570";"55.77400000";"3702745";"3734047";"1";"6";"617124";"622341";"144";"Хорошёвский";"5";"Северный"
"26";"0";"Метро";"792";"Беговая";"Беговая, вход-выход 5 в 1-й вестибюль";"да";"Центральный административный округ";"37.54888440";"55.77322290";"подземный";"Беговая";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";"4";"5";"действует";"1773567";"37.54888440";"55.77322290";"3702745";"3734047";"1";"6";"617124";"622341";"45";"Пресненский";"9";"Центральный"
"27";"0";"Метро";"794";"Беговая";"Беговая, вход-выход 3 в 1-й вестибюль";"да";"Северный административный округ";"37.54913700";"55.77437500";"подземный";"Беговая";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";"4";"5";"действует";"1773568";"37.54913700";"55.77437500";"3702745";"3734047";"1";"6";"617124";"622341";"144";"Хорошёвский";"5";"Северный"
"28";"2805";"Метро";"394";"Белорусская";"Белорусская, вход-выход 1 в западный вестибюль";"да";"Центральный административный округ";"37.58264480";"55.77539450";"наземный, встроенный в здание";"Белорусская";"Кольцевая линия";"объект культурного наследия регионального значения";"открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:34:15, по 2 пути в 05:52:45, последний поезд по 1 пути в 01:20:45, по 2 пути в 01:40:00";"открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:33:20, по 2 пути в 05:54:00, последний поезд по 1 пути в 01:27:30, по 2 пути в 01:46:45";"6";"9";"действует";"1773569";"37.58264480";"55.77539450";"4065395";"3862320";"1";"5";"813079";"772464";"142";"Тверской";"9";"Центральный"
"29";"2805";"Метро";"129";"Белорусская";"Белорусская, вход 6 в вестибюль";"да";"Центральный административный округ";"37.58217000";"55.77726900";"наземный, встроенный в здание";"Белорусская";"Замоскворецкая линия";"выявленный объект культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:55:25, по 2 пути в 05:36:25, последний поезд по 1 пути в 01:46:10, по 2 пути в 01:23:55";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:55:25, по 2 пути в 05:36:25, последний поезд по 1 пути в 01:46:10, по 2 пути в 01:23:5";"5";"7";"действует";"1773570";"37.58217000";"55.77726900";"4065395";"3862320";"1";"5";"813079";"772464";"142";"Тверской";"9";"Центральный"
"30";"2806";"Метро";"396";"Белорусская";"Белорусская, вход-выход 2 в восточный вестибюль";"да";"Центральный административный округ";"37.58569600";"55.77744800";"подземный";"Белорусская";"Кольцевая линия";"объект культурного наследия регионального значения";"открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:34:15, по 2 пути в 05:52:45, последний поезд по 1 пути в 01:20:45, по 2 пути в 01:40:00";"открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:33:20, по 2 пути в 05:54:00, последний поезд по 1 пути в 01:27:30, по 2 пути в 01:46:45";"3";"6";"действует";"1773571";"37.58569600";"55.77744800";"4065395";"3862320";"1";"5";"813079";"772464";"142";"Тверской";"9";"Центральный"
"31";"676";"Метро";"267";"Беляево";"Беляево, вход-выход 1 в южный вестибюль";"да";"Юго-Западный административный округ";"37.52540600";"55.64189600";"подземный";"Беляево";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";"2";"4";"действует";"1773572";"37.52540600";"55.64189600";"3141714";"3188447";"1";"8";"392714";"398556";"69";"Коньково";"11";"Юго-Западный"
"32";"676";"Метро";"269";"Беляево";"Беляево, вход-выход 4 в южный вестибюль";"да";"Юго-Западный административный округ";"37.52588840";"55.64149000";"подземный";"Беляево";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";"2";"4";"действует";"1773573";"37.52588840";"55.64149000";"3141714";"3188447";"1";"8";"392714";"398556";"69";"Коньково";"11";"Юго-Западный"
"33";"676";"Метро";"271";"Беляево";"Беляево, вход-выход 5 в северный вестибюль";"да";"Юго-Западный административный округ";"37.52672640";"55.64384600";"подземный";"Беляево";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";"3";"5";"действует";"1773574";"37.52672640";"55.64384600";"3141714";"3188447";"1";"8";"392714";"398556";"69";"Коньково";"11";"Юго-Западный"
"34";"2281";"Метро";"57";"Киевская";"Киевская, вход-выход 6 из вестибюля к пригородным поездам";"да";"Западный административный округ";"37.56442700";"55.74292200";"наземный, встроенный в здание";"Киевская";"Арбатско-Покровская линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:38:03";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:38:03";"15";"16";"действует";"1773577";"37.56442700";"55.74292200";"3950817";"3625803";"1";"6";"658470";"604301";"61";"Дорогомилово";"2";"Западный"
"35";"2282";"Метро";"400";"Киевская";"Киевская, вход-выход 3 в вестибюль";"да";"Западный административный округ";"37.56711900";"55.74379200";"подземный";"Киевская";"Кольцевая линия";"объект культурного наследия регионального значения";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:51:20; последний поезд по 1 пути в 01:38:48, по 2 пути в 01:15:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:10, по 2 пути в 05:45:50; последний поезд по 1 пути в 01:27:30, по 2 пути в 01:22:00";"5";"5";"действует";"1773579";"37.56711900";"55.74379200";"3950817";"3625803";"1";"6";"658470";"604301";"61";"Дорогомилово";"2";"Западный"
"36";"2282";"Метро";"401";"Киевская";"Киевская, вход-выход 4 в вестибюль";"да";"Западный административный округ";"37.56757000";"55.74374300";"подземный";"Киевская";"Кольцевая линия";"объект культурного наследия регионального значения";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:51:40; последний поезд по 1 пути в 01:38:00, по 2 пути в 01:35:31";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:38:00";"5";"5";"действует";"1773580";"37.56757000";"55.74374300";"3950817";"3625803";"1";"6";"658470";"604301";"61";"Дорогомилово";"2";"Западный"
"37";"2476";"Метро";"324";"Китай-город";"Китай-город, вход-выход 1 в северный вестибюль";"да";"Центральный административный округ";"37.63000600";"55.75624700";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:10";"4";"4";"действует";"1773581";"37.63000600";"55.75624700";"5146888";"5344406";"1";"14";"367635";"381743";"142";"Тверской";"9";"Центральный"
