"transport_id";"sq_id";"type_transport";"ID";"Name_id";"Name";"OnTerritoryOfMoscow";"AdmArea";"Longitude_WGS84";"Latitude_WGS84";"VestibuleType";"NameOfStation";"Line";"CulturalHeritageSiteStatus";"ModeOnEvenDays";"ModeOnOddDays";"LittleFunctionalBPAAmount";"BPAAmount";"ObjectStatus";"global_id";"coordinates";"type";"input_people_all";"output_people_all";"one";"count_exit";"input_people";"output_people";"district_id";"district";"adm_area_id";"adm_area"
"586";"677";"Метро";"274";"Беляево";"Беляево, вход-выход 7 в северный вестибюль";"да";"Юго-Западный административный округ";"37.52735360";"55.64367690";"подземный";"Беляево";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";"3";"5";"действует";"1774215";"37.52735360";"55.64367690";"3141714";"3188447";"1";"8";"392714";"398556";"69";"Коньково";"11";"Юго-Западный"
"587";"885";"Метро";"283";"Калужская";"Калужская, вход-выход 8 в северный вестибюль";"да";"Юго-Западный административный округ";"37.54165300";"55.65758200";"подземный";"Калужская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:39";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:39";"1";"3";"действует";"1774216";"37.54165300";"55.65758200";"3239870";"3348891";"1";"10";"323987";"334889";"129";"Черёмушки";"11";"Юго-Западный"
"588";"1037";"Метро";"287";"Новые Черёмушки";"Новые Черёмушки, вход-выход 2 в южный вестибюль";"да";"Юго-Западный административный округ";"37.55396650";"55.66926900";"подземный";"Новые Черёмушки";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:50, по 2 пути в 05:52:10; последний поезд по 1 пути в 01:18:15, по 2 пути в 01:45:15";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:50, по 2 пути в 05:52:10; последний поезд по 1 пути в 01:18:15, по 2 пути в 01:45:15";"2";"2";"действует";"1774217";"37.55396650";"55.66926900";"3277984";"3339157";"1";"8";"409748";"417395";"129";"Черёмушки";"11";"Юго-Западный"
"589";"1080";"Метро";"289";"Новые Черёмушки";"Новые Черёмушки, вход-выход 5 в северный вестибюль";"да";"Юго-Западный административный округ";"37.55514720";"55.67107220";"подземный";"Новые Черёмушки";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:50, по 2 пути в 05:52:10; последний поезд по 1 пути в 01:18:15, по 2 пути в 01:45:12";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:50, по 2 пути в 05:52:10; последний поезд по 1 пути в 01:18:15, по 2 пути в 01:45:12";"3";"3";"действует";"1774218";"37.55514720";"55.67107220";"3277984";"3339157";"1";"8";"409748";"417395";"129";"Черёмушки";"11";"Юго-Западный"
"590";"2029";"Метро";"391";"Октябрьская";"Октябрьская, выход 1 из вестибюля кольцевой линии";"да";"Центральный административный округ";"37.61095700";"55.72914600";"наземный, встроенный в здание";"Октябрьская";"Кольцевая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:15, по 2 пути в 05:41:50; последний поезд по 1 пути в 01:37:00, по 2 пути в 01:27:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:15, по 2 пути в 05:42:10; последний поезд по 1 пути в 01:37:00, по 2 пути в 01:27:00";NULL;NULL;"действует";"1774220";"37.61095700";"55.72914600";"972556";"1032738";"1";"4";"243139";"258185";"137";"Якиманка";"9";"Центральный"
"591";"884";"Метро";"276";"Калужская";"Калужская, вход-выход 4 в южный вестибюль";"да";"Юго-Западный административный округ";"37.53926700";"55.65639600";"подземный";"Калужская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:38";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:38";"3";"5";"действует";"1774222";"37.53926700";"55.65639600";"3239870";"3348891";"1";"10";"323987";"334889";"22";"Обручевский";"11";"Юго-Западный"
"592";"885";"Метро";"278";"Калужская";"Калужская, вход-выход 2 в южный вестибюль";"да";"Юго-Западный административный округ";"37.53989100";"55.65603900";"подземный";"Калужская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:42";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:42";"3";"5";"действует";"1774223";"37.53989100";"55.65603900";"3239870";"3348891";"1";"10";"323987";"334889";"129";"Черёмушки";"11";"Юго-Западный"
"593";"885";"Метро";"282";"Калужская";"Калужская, вход-выход 9 в северный вестибюль";"да";"Юго-Западный административный округ";"37.54072400";"55.65792000";"подземный";"Калужская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:37";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:37";"1";"3";"действует";"1774224";"37.54072400";"55.65792000";"3239870";"3348891";"1";"10";"323987";"334889";"22";"Обручевский";"11";"Юго-Западный"
"594";"3941";"Метро";"360";"Свиблово";"Свиблово, вход-выход 4 в южный вестибюль";"да";"Северо-Восточный административный округ";"37.65118000";"55.85460560";"подземный";"Свиблово";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 05:30:05; последний поезд по 1 пути в 01:55:20, по 2 пути в 01:08:25";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 05:30:05; последний поезд по 1 пути в 01:55:20, по 2 пути в 01:08:25";"2";"3";"действует";"1774225";"37.65118000";"55.85460560";"2057971";"2064352";"1";"5";"411594";"412870";"107";"Свиблово";"6";"Северо-Восточный"
"595";"4115";"Метро";"365";"Бабушкинская";"Бабушкинская, вход-выход 5 в южный вестибюль";"да";"Северо-Восточный административный округ";"37.66320800";"55.86844800";"подземный";"Бабушкинская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:50, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:57:55, по 2 пути в 01:05:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:50, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:57:55, по 2 пути в 01:05:45";"3";"5";"действует";"1774226";"37.66320800";"55.86844800";"4096024";"4060458";"1";"6";"682671";"676743";"4";"Бабушкинский";"6";"Северо-Восточный"
"596";"4115";"Метро";"367";"Бабушкинская";"Бабушкинская, вход-выход 2 в северный вестибюль";"да";"Северо-Восточный административный округ";"37.66437510";"55.87071050";"подземный";"Бабушкинская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:50, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:57:55, по 2 пути в 01:05:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:50, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:57:55, по 2 пути в 01:05:45";"4";"5";"действует";"1774227";"37.66437510";"55.87071050";"4096024";"4060458";"1";"6";"682671";"676743";"4";"Бабушкинский";"6";"Северо-Восточный"
"597";"4115";"Метро";"369";"Бабушкинская";"Бабушкинская, вход-выход 3 в северный вестибюль";"да";"Северо-Восточный административный округ";"37.66523100";"55.87057200";"подземный";"Бабушкинская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:50, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:57:55, по 2 пути в 01:05:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:50, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:57:55, по 2 пути в 01:05:45";"4";"5";"действует";"1774228";"37.66523100";"55.87057200";"4096024";"4060458";"1";"6";"682671";"676743";"4";"Бабушкинский";"6";"Северо-Восточный"
"598";"2441";"Метро";"220";"Перово";"Перово, вход-выход 4 в западный вестибюль";"да";"Восточный административный округ";"37.78478700";"55.75054400";"подземный";"Перово";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:30, по 2 пути в 05:57:20; последний поезд по 1 пути в 01:09:45, по 2 пути в 01:18:35";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:30, по 2 пути в 05:57:20; последний поезд по 1 пути в 01:09:45, по 2 пути в 01:18:35";NULL;"2";"действует";"1774233";"37.78478700";"55.75054400";"3492129";"3462935";"1";"8";"436516";"432867";"99";"Перово";"1";"Восточный"
"599";"1080";"Метро";"291";"Новые Черёмушки";"Новые Черёмушки, вход-выход 8 в северный вестибюль";"да";"Юго-Западный административный округ";"37.55566200";"55.67086800";"подземный";"Новые Черёмушки";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:50, по 2 пути в 05:52:10; последний поезд по 1 пути в 01:18:15, по 2 пути в 01:45:16";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:50, по 2 пути в 05:52:10; последний поезд по 1 пути в 01:18:15, по 2 пути в 01:45:16";"3";"3";"действует";"1774234";"37.55566200";"55.67086800";"3277984";"3339157";"1";"8";"409748";"417395";"129";"Черёмушки";"11";"Юго-Западный"
"600";"1128";"Метро";"293";"Профсоюзная";"Профсоюзная, вход-выход 3 в южный вестибюль";"да";"Юго-Западный административный округ";"37.56165710";"55.67713810";"подземный";"Профсоюзная";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:06:40; последний поезд по 1 пути в 01:20:10, по 2 пути в 01:43:10";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:06:40; последний поезд по 1 пути в 01:20:10, по 2 пути в 01:43:10";"2";"2";"действует";"1774235";"37.56165710";"55.67713810";"2759108";"2832226";"1";"8";"344889";"354028";"129";"Черёмушки";"11";"Юго-Западный"
"601";"1128";"Метро";"295";"Профсоюзная";"Профсоюзная, вход-выход 2 в южный вестибюль";"да";"Юго-Западный административный округ";"37.56220400";"55.67693800";"подземный";"Профсоюзная";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:06:40; последний поезд по 1 пути в 01:20:10, по 2 пути в 01:43:10";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:06:40; последний поезд по 1 пути в 01:20:10, по 2 пути в 01:43:10";"2";"2";"действует";"1774236";"37.56220400";"55.67693800";"2759108";"2832226";"1";"8";"344889";"354028";"129";"Черёмушки";"11";"Юго-Западный"
"602";"1180";"Метро";"297";"Профсоюзная";"Профсоюзная, вход-выход 5 в северный вестибюль";"да";"Юго-Западный административный округ";"37.56340520";"55.67875010";"подземный";"Профсоюзная";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:06:40; последний поезд по 1 пути в 01:20:10, по 2 пути в 01:43:10";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:06:40; последний поезд по 1 пути в 01:20:10, по 2 пути в 01:43:10";"2";"2";"действует";"1774237";"37.56340520";"55.67875010";"2759108";"2832226";"1";"8";"344889";"354028";"1";"Академический";"11";"Юго-Западный"
"603";"1180";"Метро";"299";"Профсоюзная";"Профсоюзная, вход-выход 8 в северный вестибюль";"да";"Юго-Западный административный округ";"37.56394750";"55.67855010";"подземный";"Профсоюзная";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:06:40; последний поезд по 1 пути в 01:20:10, по 2 пути в 01:43:10";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:50, по 2 пути в 06:06:40; последний поезд по 1 пути в 01:20:10, по 2 пути в 01:43:10";"2";"2";"действует";"1774238";"37.56394750";"55.67855010";"2759108";"2832226";"1";"8";"344889";"354028";"1";"Академический";"11";"Юго-Западный"
"604";"1292";"Метро";"301";"Академическая";"Академическая, вход-выход 3 в южный вестибюль";"да";"Юго-Западный административный округ";"37.57221860";"55.68702020";"подземный";"Академическая";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:50, по 2 пути в 06:04:40; последний поезд по 1 пути в 01:22:05, по 2 пути в 01:41:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:50, по 2 пути в 06:04:40; последний поезд по 1 пути в 01:22:05, по 2 пути в 01:41:10";"1";"1";"действует";"1774239";"37.57221860";"55.68702020";"2873329";"2893919";"1";"8";"359166";"361740";"1";"Академический";"11";"Юго-Западный"
"605";"1292";"Метро";"303";"Академическая";"Академическая, вход-выход 2 в южный вестибюль";"да";"Юго-Западный административный округ";"37.57292070";"55.68682610";"подземный";"Академическая";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:50, по 2 пути в 06:04:40; последний поезд по 1 пути в 01:22:05, по 2 пути в 01:41:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:50, по 2 пути в 06:04:40; последний поезд по 1 пути в 01:22:05, по 2 пути в 01:41:10";"1";"1";"действует";"1774240";"37.57292070";"55.68682610";"2873329";"2893919";"1";"8";"359166";"361740";"1";"Академический";"11";"Юго-Западный"
"606";"1351";"Метро";"305";"Академическая";"Академическая, вход-выход 6 в северный вестибюль";"да";"Юго-Западный административный округ";"37.57409880";"55.68877320";"подземный";"Академическая";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:50, по 2 пути в 06:04:40; последний поезд по 1 пути в 01:22:05, по 2 пути в 01:41:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:50, по 2 пути в 06:04:40; последний поезд по 1 пути в 01:22:05, по 2 пути в 01:41:10";"2";"2";"действует";"1774241";"37.57409880";"55.68877320";"2873329";"2893919";"1";"8";"359166";"361740";"1";"Академический";"11";"Юго-Западный"
"607";"1351";"Метро";"306";"Академическая";"Академическая, вход-выход 7 в северный вестибюль";"да";"Юго-Западный административный округ";"37.57480370";"55.68858390";"подземный";"Академическая";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:50, по 2 пути в 06:04:40; последний поезд по 1 пути в 01:22:05, по 2 пути в 01:41:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:50, по 2 пути в 06:04:40; последний поезд по 1 пути в 01:22:05, по 2 пути в 01:41:10";"2";"2";"действует";"1774242";"37.57480370";"55.68858390";"2873329";"2893919";"1";"8";"359166";"361740";"1";"Академический";"11";"Юго-Западный"
"608";"1823";"Метро";"313";"Шаболовская";"Шаболовская, выход 1 из вестибюля";"да";"Южный административный округ";"37.60785270";"55.71871680";"наземный отдельностоящий";"Шаболовская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:35, по 2 пути в 05:58:10; последний поезд по 1 пути в 01:28:30, по 2 пути в 01:35:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:35, по 2 пути в 05:58:10; последний поезд по 1 пути в 01:28:30, по 2 пути в 01:35:00";"3";"5";"действует";"1774245";"37.60785270";"55.71871680";"2224228";"2350843";"1";"2";"1112114";"1175422";"13";"Донской";"12";"Южный"
"609";"2476";"Метро";"320";"Китай-город";"Китай-город, вход-выход 11 в южный вестибюль";"да";"Центральный административный округ";"37.63360100";"55.75321100";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:17";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:17";"4";"4";"действует";"1774247";"37.63360100";"55.75321100";"5146888";"5344406";"1";"14";"367635";"381743";"141";"Таганский";"9";"Центральный"
"610";"2476";"Метро";"323";"Китай-город";"Китай-город, вход-выход 13 в южный вестибюль";"да";"Центральный административный округ";"37.63321400";"55.75303100";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:23";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:23";"4";"4";"действует";"1774248";"37.63321400";"55.75303100";"5146888";"5344406";"1";"14";"367635";"381743";"142";"Тверской";"9";"Центральный"
"611";"2527";"Метро";"329";"Китай-город";"Китай-город, вход-выход 7 в северный вестибюль";"да";"Центральный административный округ";"37.63185430";"55.75700830";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:20";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:20";"4";"4";"действует";"1774249";"37.63185430";"55.75700830";"5146888";"5344406";"1";"14";"367635";"381743";"5";"Басманный";"9";"Центральный"
"612";"307";"Метро";"425";"Зябликово";"Зябликово, вход-выход 11 в южный вестибюль";"да";"Южный административный округ";"37.74495000";"55.61107200";"подземный";"Зябликово";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:40:00; последний поезд по 1 пути в 02:02:00, по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:40:00; последний поезд по 1 пути в 02:02:00, по 2 пути в 01:03:00";NULL;"2";"действует";"1774257";"37.74495000";"55.61107200";"887210";"888018";"1";"3";"295737";"296006";"65";"Зябликово";"12";"Южный"
"613";"3691";"Метро";"591";"Петровско-Разумовская";"Петровско-Разумовская, вход-выход 5 в 1-й вестибюль";"да";"Северный административный округ";"37.57254081";"55.83366627";"подземный";"Петровско-Разумовская";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:55:00";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 06:02:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:55:00открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:07:35, по 2 пути в 05:31:20;";"3";"4";"действует";"1774258";"37.57254081";"55.83366627";"1927732";"1913912";"1";"5";"385546";"382782";"143";"Тимирязевский";"5";"Северный"
"614";"3822";"Метро";"593";"Владыкино";"Владыкино, вход-выход 2 из южного вестибюля";"да";"Северо-Восточный административный округ";"37.58945040";"55.84607820";"наземный отдельностоящий";"Владыкино";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:10:45, по 2 пути в 05:29:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:11:15";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:10:15, по 2 пути в 05:29:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:11:15";NULL;NULL;"действует";"1774259";"37.58945040";"55.84607820";"695345";"907711";"1";"4";"173836";"226928";"82";"Марфино";"6";"Северо-Восточный"
"615";"4019";"Метро";"597";"Отрадное";"Отрадное, вход-выход 7 в южный вестибюль";"да";"Северо-Восточный административный округ";"37.60339600";"55.86250800";"подземный";"Отрадное";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:50, по 2 пути в 05:48:30; последний поезд по 1 пути в 01:54:45, по 2 пути в 01:08:28";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:50, по 2 пути в 05:48:30; последний поезд по 1 пути в 01:54:45, по 2 пути в 01:08:28";"1";"3";"действует";"1774261";"37.60339600";"55.86250800";"4174379";"4200052";"1";"8";"521797";"525007";"97";"Отрадное";"6";"Северо-Восточный"
"616";"3087";"Метро";"697";"Преображенская площадь";"Преображенская площадь, вход-выход 9 в южный вестибюль";"да";"Восточный административный округ";"37.71365860";"55.79594320";"подземный";"Преображенская площадь";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:34:55, по 2 пути в 05:59:25; последний поезд по 1 пути в 01:09:35, по 2 пути в 01:59:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:34:55, по 2 пути в 05:59:25; последний поезд по 1 пути в 01:09:35, по 2 пути в 01:59:25";NULL;"6";"действует";"1774262";"37.71365860";"55.79594320";"3717343";"3762037";"1";"13";"285949";"289387";"102";"Преображенское";"1";"Восточный"
"617";"3087";"Метро";"698";"Преображенская площадь";"Преображенская площадь, вход-выход 10 в южный вестибюль";"да";"Восточный административный округ";"37.71393810";"55.79536910";"подземный";"Преображенская площадь";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:34:55, по 2 пути в 05:59:25; последний поезд по 1 пути в 01:09:35, по 2 пути в 01:59:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:34:55, по 2 пути в 05:59:25; последний поезд по 1 пути в 01:09:35, по 2 пути в 01:59:25";NULL;"6";"действует";"1774263";"37.71393810";"55.79536910";"3717343";"3762037";"1";"13";"285949";"289387";"102";"Преображенское";"1";"Восточный"
"618";"431";"Метро";"430";"Шипиловская";"Шипиловская, вход-выход 2 в южный вестибюль";"да";"Южный административный округ";"37.74430960";"55.62000170";"подземный";"Шипиловская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:40, по 2 пути в 05:42:00; последний поезд по 1 пути в 02:00:00, по 2 пути в 01:05:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:40, по 2 пути в 05:42:00; последний поезд по 1 пути в 02:00:00, по 2 пути в 01:05:00";NULL;"1";"действует";"1774264";"37.74430960";"55.62000170";"1219973";"1218154";"1";"5";"243995";"243631";"65";"Зябликово";"12";"Южный"
"619";"910";"Метро";"444";"Братиславская";"Братиславская, вход-выход 2 в южный вестибюль";"да";"Юго-Восточный административный округ";"37.74982760";"55.65904710";"подземный";"Братиславская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";"3";"4";"действует";"1774265";"37.74982760";"55.65904710";"3317830";"3296533";"1";"6";"552972";"549422";"84";"Марьино";"10";"Юго-Восточный"
"620";"1833";"Метро";"466";"Дубровка";"Дубровка, вход-выход 1 в вестибюль";"да";"Юго-Восточный административный округ";"37.67690600";"55.71800900";"подземный";"Дубровка";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:05, по 2 пути в 05:43:20; последний поезд по 1 пути в 01:34:30, по 2 пути в 01:28:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:35, по 2 пути в 05:43:10; последний поезд по 1 пути в 01:31:25, по 2 пути в 01:28:30";"5";"6";"действует";"1774266";"37.67690600";"55.71800900";"835672";"888523";"1";"6";"139279";"148087";"145";"Южнопортовый";"10";"Юго-Восточный"
"621";"2366";"Метро";"470";"Римская";"Римская, вход-выход 4 в вестибюль";"да";"Центральный административный округ";"37.68010700";"55.74691800";"подземный";"Римская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:31:00, по 2 пути в 01:33:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:31:00, по 2 пути в 01:33:00";NULL;"3";"действует";"1774267";"37.68010700";"55.74691800";"1650407";"1662803";"1";"2";"825204";"831402";"141";"Таганский";"9";"Центральный"
"622";"2480";"Метро";"472";"Чкаловская";"Чкаловская, вход-выход 6 в вестибюль";"да";"Центральный административный округ";"37.65815270";"55.75596720";"подземный";"Чкаловская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:47:00; последний поезд по 1 пути в 01:29:00, по 2 пути в 01:36:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:47:00; последний поезд по 1 пути в 01:29:00, по 2 пути в 01:36:00";NULL;"6";"действует";"1774268";"37.65815270";"55.75596720";"4062634";"3940894";"1";"2";"2031317";"1970447";"5";"Басманный";"9";"Центральный"
